0.006,0.614
0.006,0.607
0.007,0.59
0.009,0.571
0.01,0.555
0.012,0.54
0.014,0.529
0.016,0.528
0.018,0.526
0.02,0.525
0.022,0.523
0.024,0.522
0.026,0.521
0.028,0.52
0.03,0.519
0.032,0.519
0.034,0.518
0.036,0.518
0.039,0.518
0.043,0.518
0.049,0.518
0.058,0.518
0.069,0.518
0.079,0.519
0.089,0.519
0.097,0.519
0.105,0.519
0.113,0.52
0.12,0.52
0.126,0.52
0.133,0.52
0.139,0.521
0.146,0.521
0.153,0.521
0.159,0.521
0.165,0.522
0.172,0.522
0.179,0.522
0.185,0.523
0.191,0.523
0.196,0.523
0.202,0.523
0.207,0.524
0.213,0.524
0.217,0.524
0.222,0.525
0.227,0.525
0.232,0.525
0.236,0.525
0.241,0.526
0.246,0.526
0.251,0.526
0.256,0.527
0.261,0.527
0.266,0.527
0.272,0.528
0.277,0.528
0.281,0.529
0.287,0.529
0.292,0.529
0.298,0.53
0.303,0.53
0.308,0.531
0.313,0.531
0.318,0.531
0.323,0.532
0.329,0.532
0.335,0.533
0.342,0.534
0.35,0.534
0.358,0.535
0.365,0.536
0.373,0.536
0.38,0.537
0.387,0.538
0.393,0.539
0.399,0.539
0.406,0.54
0.412,0.541
0.417,0.541
0.422,0.542
0.427,0.542
0.432,0.543
0.436,0.543
0.441,0.544
0.445,0.545
0.449,0.545
0.453,0.545
0.457,0.546
0.46,0.546
0.463,0.547
0.465,0.547
0.468,0.547
0.47,0.548
0.472,0.548
0.474,0.548
0.477,0.548
0.479,0.549
0.481,0.549
0.483,0.549
0.484,0.549
0.484,0.549
0.484,0.549
0.483,0.549
0.482,0.549
0.481,0.549
0.48,0.549
0.479,0.549
0.477,0.549
0.476,0.548
