0.475,0.548
0.474,0.548
0.471,0.548
0.469,0.548
0.468,0.547
0.465,0.547
0.463,0.547
0.461,0.546
0.458,0.546
0.455,0.546
0.452,0.545
0.45,0.545
0.448,0.545
0.446,0.545
0.444,0.544
0.441,0.544
0.438,0.544
0.435,0.543
0.432,0.543
0.43,0.543
0.427,0.542
0.424,0.542
0.422,0.542
0.421,0.542
0.42,0.541
0.418,0.541
0.417,0.541
0.415,0.541
0.414,0.541
0.413,0.541
0.411,0.54
0.409,0.54
0.407,0.54
0.405,0.54
0.403,0.54
0.401,0.539
0.399,0.539
0.398,0.539
0.396,0.539
0.394,0.539
0.393,0.538
0.391,0.538
0.389,0.538
0.386,0.538
0.385,0.538
0.382,0.537
0.381,0.537
0.379,0.537
0.377,0.537
0.375,0.537
0.374,0.537
0.372,0.536
0.37,0.536
0.369,0.536
0.368,0.536
0.366,0.536
0.364,0.536
0.363,0.535
0.361,0.535
0.36,0.535
0.357,0.535
0.355,0.535
0.353,0.535
0.351,0.534
0.349,0.534
0.347,0.534
0.344,0.534
0.342,0.534
0.34,0.533
0.338,0.533
0.335,0.533
0.333,0.533
0.331,0.533
0.329,0.532
0.327,0.532
0.324,0.532
0.322,0.532
0.32,0.532
0.318,0.531
0.316,0.531
0.314,0.531
0.312,0.531
0.31,0.531
0.307,0.531
0.305,0.53
0.303,0.53
0.301,0.53
0.299,0.53
0.297,0.53
0.295,0.53
0.293,0.529
0.291,0.529
0.289,0.529
0.287,0.529
0.285,0.529
0.283,0.529
0.281,0.528
0.279,0.528
0.277,0.528
0.275,0.528
0.273,0.528
0.271,0.528
0.269,0.528
0.267,0.527
0.265,0.527
0.263,0.527
0.262,0.527
0.26,0.527
0.258,0.527
0.256,0.527
0.254,0.527
0.252,0.526
0.25,0.526
0.248,0.526
0.246,0.526
0.245,0.526
0.243,0.526
0.241,0.526
0.239,0.526
0.237,0.525
0.235,0.525
0.234,0.525
0.232,0.525
0.23,0.525
0.228,0.525
0.226,0.525
0.225,0.525
0.223,0.525
0.221,0.524
0.219,0.524
0.218,0.524
0.216,0.524
0.214,0.524
0.212,0.524
0.211,0.524
0.209,0.524
0.207,0.524
0.205,0.524
0.204,0.523
0.202,0.523
0.2,0.523
0.198,0.523
0.197,0.523
0.195,0.523
0.193,0.523
0.192,0.523
0.19,0.523
0.188,0.523
0.187,0.523
0.185,0.522
0.183,0.522
0.182,0.522
0.18,0.522
0.178,0.522
0.177,0.522
0.175,0.522
0.173,0.522
0.172,0.522
0.17,0.522
0.168,0.522
0.167,0.522
0.165,0.522
0.163,0.521
0.162,0.521
0.16,0.521
0.159,0.521
0.157,0.521
0.155,0.521
0.154,0.521
0.152,0.521
0.15,0.521
0.149,0.521
0.147,0.521
0.146,0.521
0.144,0.521
0.142,0.521
0.141,0.521
0.139,0.52
0.138,0.52
0.136,0.52
0.135,0.52
0.133,0.52
0.131,0.52
0.13,0.52
0.128,0.52
0.127,0.52
0.125,0.52
0.124,0.52
0.122,0.52
0.121,0.52
0.119,0.52
0.117,0.52
0.116,0.52
0.114,0.52
0.113,0.52
0.111,0.519
0.11,0.519
0.108,0.519
0.107,0.519
0.105,0.519
0.104,0.519
0.102,0.519
0.101,0.519
0.099,0.519
0.098,0.519
0.096,0.519
0.095,0.519
0.093,0.519
0.092,0.519
0.09,0.519
0.088,0.519
0.087,0.519
0.085,0.519
0.084,0.519
0.082,0.519
0.081,0.519
0.079,0.519
0.078,0.519
0.077,0.519
0.075,0.518
0.074,0.518
0.072,0.518
0.071,0.518
0.069,0.518
0.068,0.518
0.066,0.518
0.065,0.518
0.063,0.518
0.062,0.518
0.06,0.518
0.059,0.518
0.057,0.518
0.056,0.518
0.054,0.518
0.053,0.518
0.051,0.518
0.05,0.518
0.048,0.518
0.047,0.518
0.045,0.518
0.044,0.518
0.042,0.518
0.041,0.518
0.039,0.518
0.038,0.518
0.037,0.518
0.035,0.519
0.034,0.519
0.032,0.52
0.031,0.521
0.029,0.521
0.028,0.522
0.026,0.522
0.025,0.523
0.023,0.524
0.022,0.525
0.02,0.526
