0.475,0.548
0.475,0.548
0.474,0.548
0.473,0.548
0.472,0.548
0.471,0.548
0.468,0.547
0.466,0.547
0.465,0.547
0.463,0.547
0.461,0.546
0.459,0.546
0.457,0.546
0.456,0.546
0.454,0.546
0.453,0.545
0.452,0.545
0.45,0.545
0.449,0.545
0.447,0.545
0.445,0.544
0.443,0.544
0.44,0.544
0.437,0.544
0.434,0.543
0.432,0.543
0.429,0.543
0.426,0.542
0.424,0.542
0.422,0.542
0.42,0.542
0.418,0.541
0.415,0.541
0.412,0.541
0.41,0.54
0.408,0.54
0.406,0.54
0.404,0.54
0.403,0.54
0.401,0.539
0.399,0.539
0.397,0.539
0.395,0.539
0.392,0.538
0.39,0.538
0.387,0.538
0.385,0.538
0.382,0.537
0.38,0.537
0.377,0.537
0.375,0.537
0.373,0.536
0.37,0.536
0.368,0.536
0.365,0.536
0.363,0.535
0.361,0.535
0.359,0.535
0.357,0.535
0.355,0.535
0.353,0.535
0.351,0.534
0.349,0.534
0.348,0.534
0.347,0.534
0.346,0.534
0.345,0.534
0.343,0.534
0.342,0.534
0.341,0.533
0.34,0.533
0.339,0.533
0.337,0.533
0.336,0.533
0.334,0.533
0.333,0.533
0.332,0.533
0.33,0.532
0.328,0.532
0.326,0.532
0.324,0.532
0.321,0.532
0.319,0.532
0.317,0.531
0.315,0.531
0.313,0.531
0.311,0.531
0.309,0.531
0.307,0.53
0.305,0.53
0.302,0.53
0.3,0.53
0.298,0.53
0.296,0.53
0.294,0.529
0.292,0.529
0.29,0.529
0.288,0.529
0.286,0.529
0.284,0.529
0.282,0.529
0.28,0.528
0.278,0.528
0.276,0.528
0.274,0.528
0.272,0.528
0.27,0.528
0.268,0.528
0.267,0.527
0.265,0.527
0.263,0.527
0.261,0.527
0.259,0.527
0.257,0.527
0.255,0.527
0.253,0.526
0.251,0.526
0.249,0.526
0.248,0.526
0.246,0.526
0.244,0.526
0.242,0.526
0.24,0.526
0.238,0.526
0.237,0.525
0.235,0.525
0.233,0.525
0.231,0.525
0.229,0.525
0.227,0.525
0.226,0.525
0.224,0.525
0.222,0.525
0.22,0.524
0.219,0.524
0.217,0.524
0.215,0.524
0.213,0.524
0.212,0.524
0.21,0.524
0.208,0.524
0.206,0.524
0.205,0.524
0.203,0.523
0.201,0.523
0.199,0.523
0.198,0.523
0.196,0.523
0.194,0.523
0.193,0.523
0.191,0.523
0.189,0.523
0.188,0.523
0.186,0.523
0.184,0.522
0.183,0.522
0.181,0.522
0.179,0.522
0.178,0.522
0.176,0.522
0.174,0.522
0.173,0.522
0.171,0.522
0.169,0.522
0.168,0.522
0.166,0.522
0.164,0.522
0.163,0.521
0.161,0.521
0.159,0.521
0.158,0.521
0.156,0.521
0.155,0.521
0.153,0.521
0.151,0.521
0.15,0.521
0.148,0.521
0.147,0.521
0.145,0.521
0.143,0.521
0.142,0.521
0.14,0.521
0.139,0.52
0.137,0.52
0.136,0.52
0.134,0.52
0.132,0.52
0.131,0.52
0.129,0.52
0.128,0.52
0.126,0.52
0.125,0.52
0.123,0.52
0.121,0.52
0.12,0.52
0.118,0.52
0.117,0.52
0.115,0.52
0.114,0.52
0.112,0.52
0.111,0.519
0.109,0.519
0.108,0.519
0.106,0.519
0.105,0.519
0.103,0.519
0.102,0.519
0.1,0.519
0.098,0.519
0.097,0.519
0.095,0.519
0.094,0.519
0.092,0.519
0.091,0.519
0.089,0.519
0.088,0.519
0.086,0.519
0.085,0.519
0.083,0.519
0.082,0.519
0.08,0.519
0.079,0.519
0.077,0.519
0.076,0.518
0.074,0.518
0.073,0.518
0.071,0.518
0.07,0.518
0.068,0.518
0.067,0.518
0.065,0.518
0.064,0.518
0.062,0.518
0.061,0.518
0.06,0.518
0.058,0.518
0.057,0.518
0.055,0.518
0.054,0.518
0.052,0.518
0.051,0.518
0.049,0.518
0.048,0.518
0.046,0.518
0.045,0.518
0.043,0.518
0.042,0.518
0.04,0.518
0.039,0.518
0.037,0.518
0.036,0.519
0.034,0.519
0.033,0.52
0.032,0.52
0.03,0.521
0.029,0.521
0.027,0.522
0.026,0.523
0.024,0.523
0.023,0.524
0.021,0.525
0.02,0.526
